Ticker,Name,Market,Panel,Sector,Sub-Sector,Comment,Name(EN),Company Code(12),Ticker(4),Ticker(5),Ticker(12),Sector Code,Sub-Sector Code,Panel Code
وساغربی,شرکت س استان آذربایجان غربی,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,AzarbyjnGharbi Inv,IRO1OS020002,OS02,OS021,IRO1OS020001,56,5699,3
وسبوشهر,شرکت س استان بوشهر,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Boushehr Inv.,IRO1OS060008,OS06,OS061,IRO1OS060001,56,5699,3
وسپه,سرمایه گذاری  سپه,بورس,بازار اول (تابلوی اصلی) بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Sepah Inv.,IRO1SPAH0002,SPAH,SPAH1,IRO1SPAH0001,56,5699,1
وسخراج,شرکت س استان خراسان جنوبی,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,KhorasanJonobi Inv,IRO1OS090005,OS09,OS091,IRO1OS090001,56,5699,3
وسخراش,شرکت س استان خراسان شمالی,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Khorasan Shomali I,IRO1OS110001,OS11,OS111,IRO1OS110001,56,5699,3
وسخوز,شرکت س استان خوزستان,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Khozestan Inv.,IRO1OS120000,OS12,OS121,IRO1OS120001,56,5699,3
وسرضوی,س.سهام عدالت استان خراسان رضوی,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,KhorasanRazavi Inv,IRO1OS100002,OS10,OS101,IRO1OS100001,56,5699,3
وسزنجان,شرکت س استان زنجان,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Zanjan Inv.,IRO1OS130009,OS13,OS131,IRO1OS130001,56,5699,3
وسصفا,شرکت س استان اصفهان,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Isfahan Inv.,IRO1OS040000,OS04,OS041,IRO1OS040001,56,5699,3
وسفارس,شرکت س استان فارس,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Fars Inv.,IRO1OS160006,OS16,OS161,IRO1OS160001,56,5699,3
وسقم,شرکت س استان قم,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Qom Inv.,IRO1OS180004,OS18,OS181,IRO1OS180001,56,5699,3
وسکاب,س.ص.بازنشستگی کارکنان بانکها,بورس,بازار اول (تابلوی فرعی) بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Banks Employees,IRO1SKBV0008,SKBV,SKBV1,IRO1SKBV0001,56,5699,3
وسکرد,شرکت س استان کردستان,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Kordestan Inv.,IRO1OS190003,OS19,OS191,IRO1OS190001,56,5699,3
وسکرشا,س.سهام عدالت استان کرمانشاه,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Kermanshah Inv.,IRO1OS210009,OS21,OS211,IRO1OS210001,56,5699,3
وسکرمان,س.سهام عدالت استان کرمان,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Kerman Inv.,IRO1OS200000,OS20,OS201,IRO1OS200001,56,5699,3
وسکهبو,س.عدالت ا. کهگیلویه وبویراحمد,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Kohgiloyeh Inv.,IRO1OS220008,OS22,OS221,IRO1OS220001,56,5699,3
وسگلستا,شرکت س استان گلستان,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Golestan Inv.,IRO1OS230007,OS23,OS231,IRO1OS230001,56,5699,3
وسگیلا,شرکت س استان گیلان,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Gilan Inv.,IRO1OS240006,OS24,OS241,IRO1OS240001,56,5699,3
وسلرستا,شرکت س استان لرستان,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Lorestan Inv.,IRO1OS250005,OS25,OS251,IRO1OS250001,56,5699,3
وسمازن,س.سهام عدالت استان مازندران,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Mazandaran Inv.,IRO1OS260004,OS26,OS261,IRO1OS260001,56,5699,3
وسمرکز,شرکت س استان مرکزی,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Markazi Inv.,IRO1OS270003,OS27,OS271,IRO1OS270001,56,5699,3
وسهرمز,شرکت س استان هرمزگان,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Hormozgan Inv.,IRO1OS280002,OS28,OS281,IRO1OS280001,56,5699,3
وسهمدا,شرکت س استان همدان,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Hamedan Inv.,IRO1OS290001,OS29,OS291,IRO1OS290001,56,5699,3
وسیزد,شرکت س استان یزد,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Yazd Inv.,IRO1OS300008,OS30,OS301,IRO1OS300001,56,5699,3
وسیستا,شرکت س استان سیستان وبلوچستان,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Sistan Inv.,IRO1OS150007,OS15,OS151,IRO1OS150001,56,5699,3
وسیلام,شرکت س استان ایلام,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Ilam Inv.,IRO1OS050009,OS05,OS051,IRO1OS050001,56,5699,3
وسینا,بانک سینا,بورس,بازار اول (تابلوی اصلی) بورس,بانکها و موسسات اعتباری,سایر واسطه های پولی,-,Sina Fin. Ins.,IRO1VSIN0008,VSIN,VSIN1,IRO1VSIN0001,57,5719,1
وصنا,گروه صنایع بهشهرایران,بورس,بازار اول (تابلوی فرعی) بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Behshahr Group,IRO1GBEH0008,GBEH,GBEH1,IRO1GBEH0001,56,5699,3
وصندوق,سرمایه گذاری صندوق بازنشستگی,بورس,بازار اول (تابلوی فرعی) بورس,شرکتهای چند رشته ای صنعتی,شرکتهای صنعتی چند رشته ای,-,Pension Fund,IRO1SAND0008,SAND,SAND1,IRO1SAND0001,39,3999,3
وصنعت,سرمایه گذاری توسعه صنعت وتجارت,بورس,بازار اول (تابلوی فرعی) بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Ind. & Mine Inv,IRO1SNMA0007,SNMA,SNMA1,IRO1SNMA0001,56,5699,3
وغدیر,سرمایه گذاری غدیر(هلدینگ,بورس,بازار اول (تابلوی اصلی) بورس,شرکتهای چند رشته ای صنعتی,شرکتهای صنعتی چند رشته ای,-,Ghadir Inv.,IRO1GDIR0000,GDIR,GDIR1,IRO1GDIR0001,39,3999,1
وفیروزه,گروه توسعه مالی فیروزه,بورس,-,سرمایه گذاریها,سایر واسطه های مالی,-,Firouzeh Group,IRO1VFRZ0008,VFRZ,VFRZ1,IRO1VFRZ0001,56,5699,1
وکار,بانک  کارآفرین,بورس,بازار اول (تابلوی اصلی) بورس,بانکها و موسسات اعتباری,سایر واسطه های پولی,-,Karafarin Bank,IRO1KRAF0000,KRAF,KRAF1,IRO1KRAF0001,57,5719,1
وکغدیر,بین المللی توسعه ص. معادن غدیر,بورس,بازار دوم بورس,شرکتهای چند رشته ای صنعتی,شرکتهای صنعتی چند رشته ای,-,INT Ghadir mine,IRO1TMGD0002,TMGD,TMGD1,IRO1TMGD0001,39,3999,1
ولپارس,لیزینگ پارسیان,بورس,بازار دوم بورس,سایر واسطه گریهای مالی,لیزینگ مالی,-,Parsian leasing,IRO1LPRS0007,LPRS,LPRS1,IRO1LPRS0001,58,5891,3
ولساپا,لیزینگ رایان  سایپا,بورس,بازار دوم بورس,سایر واسطه گریهای مالی,لیزینگ مالی,-,S*Rayan Saipa,IRO1RSAP0000,RSAP,RSAP1,IRO1RSAP0001,58,5891,1
ولصنم,لیزینگ صنعت ومعدن,بورس,بازار دوم بورس,سایر واسطه گریهای مالی,لیزینگ مالی,-,Ind. & M. L.,IRO1LSMD0006,LSMD,LSMD1,IRO1LSMD0001,58,5891,3
ولغدر,لیزینگ خودروغدیر,بورس,بازار دوم بورس,سایر واسطه گریهای مالی,لیزینگ مالی,-,Ghadir Kh. L.,IRO1LKGH0008,LKGH,LKGH1,IRO1LKGH0001,58,5891,1
ولکار,لیزینگ کارآفرین,بورس,بازار دوم بورس,سایر واسطه گریهای مالی,لیزینگ مالی,-,Kar Af. Leasing,IRO1LKAR0002,LKAR,LKAR1,IRO1LKAR0001,58,5891,1
ولملت,واسپاری ملت,بورس,بازار دوم بورس,سایر واسطه گریهای مالی,لیزینگ مالی,-,Mellat Leasing,IRO1VLMT0003,VLMT,VLMT1,IRO1VLMT0001,58,5891,1
ولنوین,لیزینگ اقتصاد نوین,بورس,بازار دوم بورس,سایر واسطه گریهای مالی,لیزینگ مالی,-,E. Novin Leasing,IRO1VALE0004,VALE,VALE1,IRO1VALE0001,58,5891,1
ومدیر,گ.مدیریت ارزش سرمایه ص ب کشوری,بورس,بازار اول (تابلوی فرعی) بورس,سرمایه گذاریها,سایر واسطه های مالی,-,M Sandogh B,IRO1VMDR0005,VMDR,VMDR1,IRO1VMDR0001,56,5699,3
ومعادن,توسعه معادن وفلزات,بورس,بازار اول (تابلوی اصلی) بورس,استخراج کانه های فلزی,استخراج سایر کانه های فلزی,-,S*Metals & Min.,IRO1MADN0004,MADN,MADN1,IRO1MADN0001,13,1399,1
وملی,گروه  صنعتی  ملی  (هلدینگ,بورس,بازار اول (تابلوی فرعی) بورس,دباغی، پرداخت چرم و ساخت انواع پاپوش,سایر محصولات چرمی,-,Melli Ind. Grp.,IRO1GMEL0009,GMEL,GMEL1,IRO1GMEL0001,19,1999,3
ومهان,گروه توسعه مالی مهرآیندگان,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Mehr Ayandegan,IRO1MEAZ0009,MEAZ,MEAZ1,IRO1MEAZ0001,56,5699,1
ونفت,سرمایه گذاری صنعت نفت,بورس,بازار اول (تابلوی فرعی) بورس,فراورده های نفتی، کک و سوخت هسته ای,سایر فراورده های نفتی و سوختی,-,Oil Ind. Inv.,IRO1NAFT0005,NAFT,NAFT1,IRO1NAFT0001,23,2399,3
ونوین,بانک اقتصادنوین,بورس,بازار دوم بورس,بانکها و موسسات اعتباری,سایر واسطه های پولی,-,S*EN Bank,IRO1NOVN0005,NOVN,NOVN1,IRO1NOVN0001,57,5719,1
ونیرو,سرمایه گذاری نیرو,بورس,بازار اول (تابلوی فرعی) بورس,عرضه برق، گاز، بخاروآب گرم,تولید انتقال و توزیع نیروی برق,-,Nirou Inv.,IRO1SNRO0006,SNRO,SNRO1,IRO1SNRO0001,40,4010,3
ونیکی,سرمایه گذاری  ملی ایران,بورس,بازار اول (تابلوی فرعی) بورس,شرکتهای چند رشته ای صنعتی,شرکتهای صنعتی چند رشته ای,-,Iran N. Inv.,IRO1NIKI0003,NIKI,NIKI1,IRO1NIKI0001,39,3999,3
